"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRL","HHDEBT","TOT","PC_NDI","A","2018",138.9758,
"ITA","HHDEBT","TOT","PC_NDI","A","2015",87.85457,
"ITA","HHDEBT","TOT","PC_NDI","A","2016",87.69315,
"ITA","HHDEBT","TOT","PC_NDI","A","2017",87.19444,
"ITA","HHDEBT","TOT","PC_NDI","A","2018",87.14192,
"ITA","HHDEBT","TOT","PC_NDI","A","2019",88.17651,
"JPN","HHDEBT","TOT","PC_NDI","A","2015",104.4247,
"JPN","HHDEBT","TOT","PC_NDI","A","2016",105.2214,
"JPN","HHDEBT","TOT","PC_NDI","A","2017",107.9482,
"JPN","HHDEBT","TOT","PC_NDI","A","2018",107.0214,
"KOR","HHDEBT","TOT","PC_NDI","A","2015",162.2843,
"KOR","HHDEBT","TOT","PC_NDI","A","2016",174.5221,
"KOR","HHDEBT","TOT","PC_NDI","A","2017",181.8061,
"KOR","HHDEBT","TOT","PC_NDI","A","2018",185.1298,
"KOR","HHDEBT","TOT","PC_NDI","A","2019",190.6353,
"LUX","HHDEBT","TOT","PC_NDI","A","2015",175.9897,
"LUX","HHDEBT","TOT","PC_NDI","A","2016",183.333,
"LUX","HHDEBT","TOT","PC_NDI","A","2017",184.5839,
"LUX","HHDEBT","TOT","PC_NDI","A","2018",190.1082,
"NLD","HHDEBT","TOT","PC_NDI","A","2015",255.8936,
"NLD","HHDEBT","TOT","PC_NDI","A","2016",250.8753,
"NLD","HHDEBT","TOT","PC_NDI","A","2017",248.9529,
"NLD","HHDEBT","TOT","PC_NDI","A","2018",241.244,
"NLD","HHDEBT","TOT","PC_NDI","A","2019",235.6637,
"NOR","HHDEBT","TOT","PC_NDI","A","2015",220.9512,
"NOR","HHDEBT","TOT","PC_NDI","A","2016",230.872,
"NOR","HHDEBT","TOT","PC_NDI","A","2017",236.8563,
"NOR","HHDEBT","TOT","PC_NDI","A","2018",239.2673,
"POL","HHDEBT","TOT","PC_NDI","A","2015",63.79037,
"POL","HHDEBT","TOT","PC_NDI","A","2016",63.57063,
"POL","HHDEBT","TOT","PC_NDI","A","2017",61.57058,
"POL","HHDEBT","TOT","PC_NDI","A","2018",63.06721,
"PRT","HHDEBT","TOT","PC_NDI","A","2015",140.8354,
"PRT","HHDEBT","TOT","PC_NDI","A","2016",134.0091,
"PRT","HHDEBT","TOT","PC_NDI","A","2017",130.7384,
"PRT","HHDEBT","TOT","PC_NDI","A","2018",125.9435,
"PRT","HHDEBT","TOT","PC_NDI","A","2019",122.2561,
"SVK","HHDEBT","TOT","PC_NDI","A","2015",68.66463,
"SVK","HHDEBT","TOT","PC_NDI","A","2016",73.71528,
"SVK","HHDEBT","TOT","PC_NDI","A","2017",77.90067,
"SVK","HHDEBT","TOT","PC_NDI","A","2018",77.35625,
"SVK","HHDEBT","TOT","PC_NDI","A","2019",79.02986,
"ESP","HHDEBT","TOT","PC_NDI","A","2015",118.9835,
"ESP","HHDEBT","TOT","PC_NDI","A","2016",114.3275,
"ESP","HHDEBT","TOT","PC_NDI","A","2017",110.3096,
"ESP","HHDEBT","TOT","PC_NDI","A","2018",107.2154,
"ESP","HHDEBT","TOT","PC_NDI","A","2019",104.9661,
"SWE","HHDEBT","TOT","PC_NDI","A","2015",177.3581,
"SWE","HHDEBT","TOT","PC_NDI","A","2016",182.7627,
"SWE","HHDEBT","TOT","PC_NDI","A","2017",187.7736,
"SWE","HHDEBT","TOT","PC_NDI","A","2018",188.8116,
"SWE","HHDEBT","TOT","PC_NDI","A","2019",187.685,
"CHE","HHDEBT","TOT","PC_NDI","A","2015",214.8933,
"CHE","HHDEBT","TOT","PC_NDI","A","2016",217.7693,
"CHE","HHDEBT","TOT","PC_NDI","A","2017",222.4132,
"CHE","HHDEBT","TOT","PC_NDI","A","2018",223.0261,
"GBR","HHDEBT","TOT","PC_NDI","A","2015",141.5402,
"GBR","HHDEBT","TOT","PC_NDI","A","2016",144.9941,
"GBR","HHDEBT","TOT","PC_NDI","A","2017",146.3367,
"GBR","HHDEBT","TOT","PC_NDI","A","2018",143.3744,
"GBR","HHDEBT","TOT","PC_NDI","A","2019",142.0891,
"USA","HHDEBT","TOT","PC_NDI","A","2015",108.3298,
"USA","HHDEBT","TOT","PC_NDI","A","2016",108.3845,
"USA","HHDEBT","TOT","PC_NDI","A","2017",107.2964,
"USA","HHDEBT","TOT","PC_NDI","A","2018",104.3897,
"CHL","HHDEBT","TOT","PC_NDI","A","2015",65.92574,
"CHL","HHDEBT","TOT","PC_NDI","A","2016",66.7355,
"CHL","HHDEBT","TOT","PC_NDI","A","2017",70.21909,
"CHL","HHDEBT","TOT","PC_NDI","A","2018",72.96001,
"EST","HHDEBT","TOT","PC_NDI","A","2015",80.22324,
"EST","HHDEBT","TOT","PC_NDI","A","2016",83.24307,
"EST","HHDEBT","TOT","PC_NDI","A","2017",81.22279,
"EST","HHDEBT","TOT","PC_NDI","A","2018",79.12129,
"EST","HHDEBT","TOT","PC_NDI","A","2019",76.43497,
"SVN","HHDEBT","TOT","PC_NDI","A","2015",56.77537,
"SVN","HHDEBT","TOT","PC_NDI","A","2016",56.26997,
"SVN","HHDEBT","TOT","PC_NDI","A","2017",56.27377,
"SVN","HHDEBT","TOT","PC_NDI","A","2018",56.13001,
"SVN","HHDEBT","TOT","PC_NDI","A","2019",55.3235,
"CAN","HHDEBT","TOT","PC_NDI","A","2015",173.2265,
"CAN","HHDEBT","TOT","PC_NDI","A","2016",181.5645,
"CAN","HHDEBT","TOT","PC_NDI","A","2017",181.4351,
"CAN","HHDEBT","TOT","PC_NDI","A","2018",181.7593,
"CAN","HHDEBT","TOT","PC_NDI","A","2019",181.2119,
"LVA","HHDEBT","TOT","PC_NDI","A","2015",47.61253,
"LVA","HHDEBT","TOT","PC_NDI","A","2016",44.27794,
"LVA","HHDEBT","TOT","PC_NDI","A","2017",42.83616,
"LVA","HHDEBT","TOT","PC_NDI","A","2018",41.23071,
"LVA","HHDEBT","TOT","PC_NDI","A","2019",40.52448,
"BRA","HHDEBT","TOT","PC_NDI","A","2015",54.81498,
"BRA","HHDEBT","TOT","PC_NDI","A","2016",53.12086,
"BRA","HHDEBT","TOT","PC_NDI","A","2017",52.04511,
"LTU","HHDEBT","TOT","PC_NDI","A","2015",49.12846,
"LTU","HHDEBT","TOT","PC_NDI","A","2016",46.50396,
"LTU","HHDEBT","TOT","PC_NDI","A","2017",48.54873,
"LTU","HHDEBT","TOT","PC_NDI","A","2018",45.48003,
"LTU","HHDEBT","TOT","PC_NDI","A","2019",43.69603,
"RUS","HHDEBT","TOT","PC_NDI","A","2015",29.68735,
"RUS","HHDEBT","TOT","PC_NDI","A","2016",28.84127,
"RUS","HHDEBT","TOT","PC_NDI","A","2017",30.24627,
"RUS","HHDEBT","TOT","PC_NDI","A","2018",33.78273,
"NZL","HHDEBT","TOT","PC_NDI","A","2015",121.0987,
"NZL","HHDEBT","TOT","PC_NDI","A","2016",118.7537,
"NZL","HHDEBT","TOT","PC_NDI","A","2017",120.7154,
"NZL","HHDEBT","TOT","PC_NDI","A","2018",125.6995,
"COL","HHDEBT","TOT","PC_NDI","A","2015",43.98483,
"COL","HHDEBT","TOT","PC_NDI","A","2016",46.05379,
"COL","HHDEBT","TOT","PC_NDI","A","2017",46.401,
"COL","HHDEBT","TOT","PC_NDI","A","2018",47.16065,
