"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2006",6.69968,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2007",3.867747,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2008",2.797334,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2009",14.41888,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2010",8.703812,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2011",8.412215,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2012",6.454751,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2013",3.55683,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2014",2.404674,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2015",4.492034,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2016",1.485579,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2017",-1.73144,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2018",0.4370024,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2005",-4.78493,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2006",-6.530741,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2007",-7.785874,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2008",-4.255813,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2009",3.776143,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2010",1.712422,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2011",4.595911,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2012",3.158363,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2013",4.68219,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2014",3.880196,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2015",4.044728,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2016",3.964958,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2017",2.019212,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2018",1.279679,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2019",2.198829,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2005",6.838214,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2006",6.085833,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2007",3.657336,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2008",2.602748,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2009",6.216177,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2010",7.692471,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2011",9.482406,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2012",9.442569,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2013",8.87786,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2014",10.50488,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2015",15.31244,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2016",10.13286,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2017",10.64988,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2018",11.70463,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2019",9.387387,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2005",-12.32,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2006",-11.92386,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2007",-13.48642,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2008",-10.87367,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2009",-1.57138,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2010",0.6967456,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2011",-1.553675,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2012",1.268958,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2013",1.548916,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2014",-3.186945,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2015",2.92983,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2016",4.634559,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2017",4.022084,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2018",4.360366,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2019",0.2358646,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2005",9.054934,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2006",5.181027,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2007",4.577978,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2008",3.35466,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2009",8.539471,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2010",13.28514,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2011",9.428779,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2012",11.64002,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2013",9.473401,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2014",8.564866,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2015",8.787845,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2016",7.923117,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2017",9.957927,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2018",10.92428,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2005",0.3794306,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2006",-1.207739,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2007",7.382156,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2008",13.21348,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2009",6.116431,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2010",10.20668,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2011",13.35083,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2012",9.830457,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2013",5.678969,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2014",9.409639,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2015",8.22121,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2016",3.022959,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2017",6.002412,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2018",7.481443,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2005",-1.358158,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2006",-0.4683769,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2007",0.437814,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2008",-0.1423109,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2009",1.976434,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2010",2.760966,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2011",0.4470922,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2012",1.341866,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2013",-0.3820042,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2014",0.89223,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2015",2.686287,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2016",2.564715,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2017",2.118063,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2018",3.921746,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2019",3.887237,
"JPN","HHFT","NETBALANCE","PC_NHHDI","A","2005",7.29102,
"JPN","HHFT","NETBALANCE","PC_NHHDI","A","2006",7.904626,
"JPN","HHFT","NETBALANCE","PC_NHHDI","A","2007",3.754667,
"JPN","HHFT","NETBALANCE","PC_NHHDI","A","2008",1.444625,
"JPN","HHFT","NETBALANCE","PC_NHHDI","A","2009",6.827112,
"JPN","HHFT","NETBALANCE","PC_NHHDI","A","2010",5.143086,
"JPN","HHFT","NETBALANCE","PC_NHHDI","A","2011",9.902269,
"JPN","HHFT","NETBALANCE","PC_NHHDI","A","2012",5.805835,
"JPN","HHFT","NETBALANCE","PC_NHHDI","A","2013",2.323286,
"JPN","HHFT","NETBALANCE","PC_NHHDI","A","2014",7.793641,
"JPN","HHFT","NETBALANCE","PC_NHHDI","A","2015",3.390327,
"JPN","HHFT","NETBALANCE","PC_NHHDI","A","2016",6.83358,
"JPN","HHFT","NETBALANCE","PC_NHHDI","A","2017",3.300557,
"JPN","HHFT","NETBALANCE","PC_NHHDI","A","2018",5.25419,
"CZE","HHFT","NETBALANCE","PC_NHHDI","A","2005",2.070717,
"CZE","HHFT","NETBALANCE","PC_NHHDI","A","2006",3.282059,
"CZE","HHFT","NETBALANCE","PC_NHHDI","A","2007",2.027987,
"CZE","HHFT","NETBALANCE","PC_NHHDI","A","2008",1.727696,
"CZE","HHFT","NETBALANCE","PC_NHHDI","A","2009",3.535315,
"CZE","HHFT","NETBALANCE","PC_NHHDI","A","2010",2.99276,
"CZE","HHFT","NETBALANCE","PC_NHHDI","A","2011",3.065761,
"CZE","HHFT","NETBALANCE","PC_NHHDI","A","2012",6.88412,
"CZE","HHFT","NETBALANCE","PC_NHHDI","A","2013",3.317319,
"CZE","HHFT","NETBALANCE","PC_NHHDI","A","2014",5.001575,
"CZE","HHFT","NETBALANCE","PC_NHHDI","A","2015",3.759784,
"CZE","HHFT","NETBALANCE","PC_NHHDI","A","2016",2.626683,
"CZE","HHFT","NETBALANCE","PC_NHHDI","A","2017",4.406758,
"CZE","HHFT","NETBALANCE","PC_NHHDI","A","2018",3.74057,
"CZE","HHFT","NETBALANCE","PC_NHHDI","A","2019",3.484581,
"AUS","HHFT","NETBALANCE","PC_NHHDI","A","2005",-0.6018212,
"AUS","HHFT","NETBALANCE","PC_NHHDI","A","2006",6.501153,
"AUS","HHFT","NETBALANCE","PC_NHHDI","A","2007",7.964648,
"AUS","HHFT","NETBALANCE","PC_NHHDI","A","2008",11.91596,
"AUS","HHFT","NETBALANCE","PC_NHHDI","A","2009",5.969417,
"AUS","HHFT","NETBALANCE","PC_NHHDI","A","2010",1.117947,
"AUS","HHFT","NETBALANCE","PC_NHHDI","A","2011",-1.384891,
"AUS","HHFT","NETBALANCE","PC_NHHDI","A","2012",7.901175,
"AUS","HHFT","NETBALANCE","PC_NHHDI","A","2013",11.63618,
"AUS","HHFT","NETBALANCE","PC_NHHDI","A","2014",7.427705,
"AUS","HHFT","NETBALANCE","PC_NHHDI","A","2015",8.947948,
"AUS","HHFT","NETBALANCE","PC_NHHDI","A","2016",6.542764,
"AUS","HHFT","NETBALANCE","PC_NHHDI","A","2017",6.94341,
"AUS","HHFT","NETBALANCE","PC_NHHDI","A","2018",7.696431,
"SWE","HHFT","NETBALANCE","PC_NHHDI","A","2005",7.449852,
"SWE","HHFT","NETBALANCE","PC_NHHDI","A","2006",4.520637,
"SWE","HHFT","NETBALANCE","PC_NHHDI","A","2007",7.475935,
"SWE","HHFT","NETBALANCE","PC_NHHDI","A","2008",6.690462,
"SWE","HHFT","NETBALANCE","PC_NHHDI","A","2009",4.238457,
"SWE","HHFT","NETBALANCE","PC_NHHDI","A","2010",5.968939,
"SWE","HHFT","NETBALANCE","PC_NHHDI","A","2011",7.434214,
"SWE","HHFT","NETBALANCE","PC_NHHDI","A","2012",8.638102,
"SWE","HHFT","NETBALANCE","PC_NHHDI","A","2013",10.31641,
"SWE","HHFT","NETBALANCE","PC_NHHDI","A","2014",10.43109,
"SWE","HHFT","NETBALANCE","PC_NHHDI","A","2015",9.830664,
"SWE","HHFT","NETBALANCE","PC_NHHDI","A","2016",7.249981,
"SWE","HHFT","NETBALANCE","PC_NHHDI","A","2017",8.692162,
"SWE","HHFT","NETBALANCE","PC_NHHDI","A","2018",11.1614,
"SWE","HHFT","NETBALANCE","PC_NHHDI","A","2019",12.25589,
"SVN","HHFT","NETBALANCE","PC_NHHDI","A","2005",8.126827,
"SVN","HHFT","NETBALANCE","PC_NHHDI","A","2006",4.001279,
"SVN","HHFT","NETBALANCE","PC_NHHDI","A","2007",4.836203,
"SVN","HHFT","NETBALANCE","PC_NHHDI","A","2008",5.072968,
"SVN","HHFT","NETBALANCE","PC_NHHDI","A","2009",5.385872,
"SVN","HHFT","NETBALANCE","PC_NHHDI","A","2010",4.4937,
"SVN","HHFT","NETBALANCE","PC_NHHDI","A","2011",4.138306,
"SVN","HHFT","NETBALANCE","PC_NHHDI","A","2012",1.993772,
"SVN","HHFT","NETBALANCE","PC_NHHDI","A","2013",5.620893,
"SVN","HHFT","NETBALANCE","PC_NHHDI","A","2014",4.36334,
"SVN","HHFT","NETBALANCE","PC_NHHDI","A","2015",4.332202,
"SVN","HHFT","NETBALANCE","PC_NHHDI","A","2016",4.184494,
"SVN","HHFT","NETBALANCE","PC_NHHDI","A","2017",4.702789,
"SVN","HHFT","NETBALANCE","PC_NHHDI","A","2018",6.591428,
"SVN","HHFT","NETBALANCE","PC_NHHDI","A","2019",8.44665,
"PRT","HHFT","NETBALANCE","PC_NHHDI","A","2005",1.707665,
"PRT","HHFT","NETBALANCE","PC_NHHDI","A","2006",1.651312,
"PRT","HHFT","NETBALANCE","PC_NHHDI","A","2007",0.3479422,
"PRT","HHFT","NETBALANCE","PC_NHHDI","A","2008",0.3167427,
"PRT","HHFT","NETBALANCE","PC_NHHDI","A","2009",7.135349,
"PRT","HHFT","NETBALANCE","PC_NHHDI","A","2010",4.583445,
"PRT","HHFT","NETBALANCE","PC_NHHDI","A","2011",4.369088,
"PRT","HHFT","NETBALANCE","PC_NHHDI","A","2012",6.205877,
"PRT","HHFT","NETBALANCE","PC_NHHDI","A","2013",6.686441,
"PRT","HHFT","NETBALANCE","PC_NHHDI","A","2014",3.527319,
"PRT","HHFT","NETBALANCE","PC_NHHDI","A","2015",3.644466,
"PRT","HHFT","NETBALANCE","PC_NHHDI","A","2016",3.568684,
"PRT","HHFT","NETBALANCE","PC_NHHDI","A","2017",3.0047,
"PRT","HHFT","NETBALANCE","PC_NHHDI","A","2018",2.896167,
"PRT","HHFT","NETBALANCE","PC_NHHDI","A","2019",2.2515,
"DEU","HHFT","NETBALANCE","PC_NHHDI","A","2005",10.21392,
"DEU","HHFT","NETBALANCE","PC_NHHDI","A","2006",9.439913,
"DEU","HHFT","NETBALANCE","PC_NHHDI","A","2007",9.255849,
"DEU","HHFT","NETBALANCE","PC_NHHDI","A","2008",9.105489,
"DEU","HHFT","NETBALANCE","PC_NHHDI","A","2009",10.15476,
"DEU","HHFT","NETBALANCE","PC_NHHDI","A","2010",9.740647,
"DEU","HHFT","NETBALANCE","PC_NHHDI","A","2011",7.986663,
"DEU","HHFT","NETBALANCE","PC_NHHDI","A","2012",8.414139,
"DEU","HHFT","NETBALANCE","PC_NHHDI","A","2013",8.118693,
"DEU","HHFT","NETBALANCE","PC_NHHDI","A","2014",8.539745,
"DEU","HHFT","NETBALANCE","PC_NHHDI","A","2015",9.237284,
"DEU","HHFT","NETBALANCE","PC_NHHDI","A","2016",9.171459,
"DEU","HHFT","NETBALANCE","PC_NHHDI","A","2017",9.57184,
"DEU","HHFT","NETBALANCE","PC_NHHDI","A","2018",9.892283,
"DEU","HHFT","NETBALANCE","PC_NHHDI","A","2019",9.767415,
"CHE","HHFT","NETBALANCE","PC_NHHDI","A","2005",10.73104,
"CHE","HHFT","NETBALANCE","PC_NHHDI","A","2006",16.48276,
"CHE","HHFT","NETBALANCE","PC_NHHDI","A","2007",20.1611,
"CHE","HHFT","NETBALANCE","PC_NHHDI","A","2008",10.0162,
"CHE","HHFT","NETBALANCE","PC_NHHDI","A","2009",14.62031,
"CHE","HHFT","NETBALANCE","PC_NHHDI","A","2010",12.17016,
"CHE","HHFT","NETBALANCE","PC_NHHDI","A","2011",8.003502,
"CHE","HHFT","NETBALANCE","PC_NHHDI","A","2012",5.435688,
"CHE","HHFT","NETBALANCE","PC_NHHDI","A","2013",5.768162,
"CHE","HHFT","NETBALANCE","PC_NHHDI","A","2014",3.153505,
"CHE","HHFT","NETBALANCE","PC_NHHDI","A","2015",5.838396,
"CHE","HHFT","NETBALANCE","PC_NHHDI","A","2016",18.1162,
"CHE","HHFT","NETBALANCE","PC_NHHDI","A","2017",14.67316,
"CHE","HHFT","NETBALANCE","PC_NHHDI","A","2018",8.305808,
"GBR","HHFT","NETBALANCE","PC_NHHDI","A","2005",1.246782,
"GBR","HHFT","NETBALANCE","PC_NHHDI","A","2006",1.97392,
"GBR","HHFT","NETBALANCE","PC_NHHDI","A","2007",4.293279,
"GBR","HHFT","NETBALANCE","PC_NHHDI","A","2008",3.725734,
"GBR","HHFT","NETBALANCE","PC_NHHDI","A","2009",8.866934,
"GBR","HHFT","NETBALANCE","PC_NHHDI","A","2010",7.915132,
"GBR","HHFT","NETBALANCE","PC_NHHDI","A","2011",7.613457,
"GBR","HHFT","NETBALANCE","PC_NHHDI","A","2012",6.455945,
"GBR","HHFT","NETBALANCE","PC_NHHDI","A","2013",4.283936,
"GBR","HHFT","NETBALANCE","PC_NHHDI","A","2014",5.019286,
"GBR","HHFT","NETBALANCE","PC_NHHDI","A","2015",4.396747,
"GBR","HHFT","NETBALANCE","PC_NHHDI","A","2016",1.673117,
"GBR","HHFT","NETBALANCE","PC_NHHDI","A","2017",-0.2454603,
"GBR","HHFT","NETBALANCE","PC_NHHDI","A","2018",0.2285102,
"GBR","HHFT","NETBALANCE","PC_NHHDI","A","2019",-0.1451782,
"CAN","HHFT","NETBALANCE","PC_NHHDI","A","2005",-8.26879,
"CAN","HHFT","NETBALANCE","PC_NHHDI","A","2006",-7.570511,
"CAN","HHFT","NETBALANCE","PC_NHHDI","A","2007",-8.510352,
"CAN","HHFT","NETBALANCE","PC_NHHDI","A","2008",-7.022243,
"CAN","HHFT","NETBALANCE","PC_NHHDI","A","2009",-3.730156,
"CAN","HHFT","NETBALANCE","PC_NHHDI","A","2010",-4.850378,
"CAN","HHFT","NETBALANCE","PC_NHHDI","A","2011",-4.7079,
"CAN","HHFT","NETBALANCE","PC_NHHDI","A","2012",-3.937444,
"CAN","HHFT","NETBALANCE","PC_NHHDI","A","2013",-4.393614,
"CAN","HHFT","NETBALANCE","PC_NHHDI","A","2014",-5.582282,
"CAN","HHFT","NETBALANCE","PC_NHHDI","A","2015",-5.312364,
"CAN","HHFT","NETBALANCE","PC_NHHDI","A","2016",-7.526072,
"CAN","HHFT","NETBALANCE","PC_NHHDI","A","2017",-7.727833,
"CAN","HHFT","NETBALANCE","PC_NHHDI","A","2018",-7.954506,
"CAN","HHFT","NETBALANCE","PC_NHHDI","A","2019",-5.801521,
"ITA","HHFT","NETBALANCE","PC_NHHDI","A","2005",8.632393,
